,District Code,Occupation,Total Main Worker (Person)
19027,603,Stationary Plant and Related Operators,4294
19028,603,Machine Operators and Assemblers,40492
19029,603,Drivers and Mobile-Plant Operators,103536
19030,603,ELEMENTARY OCCUPATIONS,260769
19031,603,Sales and Services Elementary Occupations,131892
19032,603,"Agricultural, Fishery and Related Labourers",465
19033,603,"Labourers in Mining, Construction, Manufacturing and Transport",128412
19034,603,WORKERS NOT CLASSIFIED BY OCCUPATIONS,146470
19035,603,Workers Not Reporting Any Occupations,146470
19036,604,TOTAL,1089450
19037,604,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",58923
19038,604,Legislators and Senior Officials,2286
19039,604,Corporate Managers,56471
19040,604,General Managers,166
19041,604,PROFESSIONALS,107215
19042,604,"Physical, Mathematical and Engineering Science Professionals",69871
19043,604,Life Science and Health Professionals,4523
19044,604,Teaching Professionals,13601
19045,604,Other Professionals,19220
19046,604,TECHNICIANS AND ASSOCIATE PROFESSIONALS,87105
19047,604,Physical and Engineering Science Associate Professionals,11384
19048,604,Life Science and Health Associate Professionals,10887
19049,604,Teaching Associate Professionals,20996
19050,604,Other Associate Professionals,43838
19051,604,CLERKS,58281
19052,604,Office Clerks,53464
19053,604,Customer Services Clerks,4817
19054,604,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,136098
19055,604,Personal and Protective Service Workers,43124
19056,604,"Models, Sales Persons and Demonstrators",92974
19057,604,SKILLED AGRICULTURAL AND FISHERY WORKERS,16802
19058,604,Market Oriented Skilled Agricultural and Fishery Workers,16771
19059,604,Subsistence Agricultural and Fishery Workers,31
19060,604,CRAFT AND RELATED TRADES WORKERS,182112
19061,604,Extraction and Building Trades Workers,60877
19062,604,"Metal, Machinery and Related Trades Workers",46842
19063,604,"Precision, Handicraft, Printing and Related Trades Workers",5189
19064,604,Other Craft and Related Trades Workers,69204
19065,604,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,121818
19066,604,Stationary Plant and Related Operators,4577
19067,604,Machine Operators and Assemblers,38854
19068,604,Drivers and Mobile-Plant Operators,78387
19069,604,ELEMENTARY OCCUPATIONS,228544
19070,604,Sales and Services Elementary Occupations,79574
19071,604,"Agricultural, Fishery and Related Labourers",10318
19072,604,"Labourers in Mining, Construction, Manufacturing and Transport",138652
19073,604,WORKERS NOT CLASSIFIED BY OCCUPATIONS,92552
19074,604,Workers Not Reporting Any Occupations,92552
19075,605,TOTAL,842370
19076,605,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",28898
19077,605,Legislators and Senior Officials,1858
19078,605,Corporate Managers,26969
19079,605,General Managers,71
19080,605,PROFESSIONALS,40033
19081,605,"Physical, Mathematical and Engineering Science Professionals",13619
19082,605,Life Science and Health Professionals,4631
19083,605,Teaching Professionals,10573
19084,605,Other Professionals,11210
19085,605,TECHNICIANS AND ASSOCIATE PROFESSIONALS,61996
19086,605,Physical and Engineering Science Associate Professionals,5685
19087,605,Life Science and Health Associate Professionals,12362
19088,605,Teaching Associate Professionals,20039
19089,605,Other Associate Professionals,23910
19090,605,CLERKS,27308
19091,605,Office Clerks,24777
19092,605,Customer Services Clerks,2531
19093,605,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,117513
19094,605,Personal and Protective Service Workers,34441
19095,605,"Models, Sales Persons and Demonstrators",83072
19096,605,SKILLED AGRICULTURAL AND FISHERY WORKERS,15197
19097,605,Market Oriented Skilled Agricultural and Fishery Workers,15167
19098,605,Subsistence Agricultural and Fishery Workers,30
19099,605,CRAFT AND RELATED TRADES WORKERS,234181
19100,605,Extraction and Building Trades Workers,43048
19101,605,"Metal, Machinery and Related Trades Workers",43154
19102,605,"Precision, Handicraft, Printing and Related Trades Workers",12475
19103,605,Other Craft and Related Trades Workers,135504
19104,605,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,90590
19105,605,Stationary Plant and Related Operators,6131
19106,605,Machine Operators and Assemblers,30485
19107,605,Drivers and Mobile-Plant Operators,53974
19108,605,ELEMENTARY OCCUPATIONS,184645
19109,605,Sales and Services Elementary Occupations,45374
19110,605,"Agricultural, Fishery and Related Labourers",10987
19111,605,"Labourers in Mining, Construction, Manufacturing and Transport",128284
19112,605,WORKERS NOT CLASSIFIED BY OCCUPATIONS,42009
19113,605,Workers Not Reporting Any Occupations,42009
19114,606,TOTAL,316650
19115,606,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",13102
19116,606,Legislators and Senior Officials,1354
19117,606,Corporate Managers,11712
19118,606,General Managers,36
19119,606,PROFESSIONALS,17660
19120,606,"Physical, Mathematical and Engineering Science Professionals",4910
19121,606,Life Science and Health Professionals,1462
19122,606,Teaching Professionals,5404
19123,606,Other Professionals,5884
19124,606,TECHNICIANS AND ASSOCIATE PROFESSIONALS,27120
19125,606,Physical and Engineering Science Associate Professionals,1928
19126,606,Life Science and Health Associate Professionals,3688
19127,606,Teaching Associate Professionals,11690
19128,606,Other Associate Professionals,9814
19129,606,CLERKS,11610
19130,606,Office Clerks,10362
19131,606,Customer Services Clerks,1248
19132,606,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,51296
19133,606,Personal and Protective Service Workers,17762
19134,606,"Models, Sales Persons and Demonstrators",33534
19135,606,SKILLED AGRICULTURAL AND FISHERY WORKERS,8544
19136,606,Market Oriented Skilled Agricultural and Fishery Workers,8532
19137,606,Subsistence Agricultural and Fishery Workers,12
19138,606,CRAFT AND RELATED TRADES WORKERS,79614
19139,606,Extraction and Building Trades Workers,36164
19140,606,"Metal, Machinery and Related Trades Workers",13476
19141,606,"Precision, Handicraft, Printing and Related Trades Workers",5320
19142,606,Other Craft and Related Trades Workers,24654
19143,606,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,35588
19144,606,Stationary Plant and Related Operators,1538
19145,606,Machine Operators and Assemblers,7242
19146,606,Drivers and Mobile-Plant Operators,26808
19147,606,ELEMENTARY OCCUPATIONS,47806
19148,606,Sales and Services Elementary Occupations,13904
19149,606,"Agricultural, Fishery and Related Labourers",3142
19150,606,"Labourers in Mining, Construction, Manufacturing and Transport",30760
19151,606,WORKERS NOT CLASSIFIED BY OCCUPATIONS,24310
19152,606,Workers Not Reporting Any Occupations,24310
19153,607,TOTAL,376494
19154,607,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",16452
19155,607,Legislators and Senior Officials,1436
19156,607,Corporate Managers,14984
19157,607,General Managers,32
19158,607,PROFESSIONALS,22586
19159,607,"Physical, Mathematical and Engineering Science Professionals",6404
19160,607,Life Science and Health Professionals,1650
19161,607,Teaching Professionals,6316
19162,607,Other Professionals,8216
19163,607,TECHNICIANS AND ASSOCIATE PROFESSIONALS,36356
19164,607,Physical and Engineering Science Associate Professionals,2410
19165,607,Life Science and Health Associate Professionals,6148
19166,607,Teaching Associate Professionals,15716
19167,607,Other Associate Professionals,12082
19168,607,CLERKS,13688
19169,607,Office Clerks,12270
19170,607,Customer Services Clerks,1418
19171,607,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,58134
19172,607,Personal and Protective Service Workers,19364
19173,607,"Models, Sales Persons and Demonstrators",38770
19174,607,SKILLED AGRICULTURAL AND FISHERY WORKERS,11160
19175,607,Market Oriented Skilled Agricultural and Fishery Workers,11140
19176,607,Subsistence Agricultural and Fishery Workers,20
19177,607,CRAFT AND RELATED TRADES WORKERS,83488
19178,607,Extraction and Building Trades Workers,46012
19179,607,"Metal, Machinery and Related Trades Workers",14684
19180,607,"Precision, Handicraft, Printing and Related Trades Workers",8404
19181,607,Other Craft and Related Trades Workers,14388
19182,607,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,45016
19183,607,Stationary Plant and Related Operators,2436
19184,607,Machine Operators and Assemblers,7588
19185,607,Drivers and Mobile-Plant Operators,34992
19186,607,ELEMENTARY OCCUPATIONS,57138
19187,607,Sales and Services Elementary Occupations,16320
19188,607,"Agricultural, Fishery and Related Labourers",5104
19189,607,"Labourers in Mining, Construction, Manufacturing and Transport",35714
19190,607,WORKERS NOT CLASSIFIED BY OCCUPATIONS,32476
19191,607,Workers Not Reporting Any Occupations,32476
19192,608,TOTAL,783578
19193,608,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",33266
19194,608,Legislators and Senior Officials,1724
19195,608,Corporate Managers,31469
19196,608,General Managers,73
19197,608,PROFESSIONALS,39653
19198,608,"Physical, Mathematical and Engineering Science Professionals",12799
19199,608,Life Science and Health Professionals,3985
19200,608,Teaching Professionals,10641
19201,608,Other Professionals,12228
19202,608,TECHNICIANS AND ASSOCIATE PROFESSIONALS,49598
19203,608,Physical and Engineering Science Associate Professionals,4139
19204,608,Life Science and Health Associate Professionals,6063
19205,608,Teaching Associate Professionals,16695
19206,608,Other Associate Professionals,22701
19207,608,CLERKS,27283
19208,608,Office Clerks,25051
19209,608,Customer Services Clerks,2232
19210,608,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,103655
19211,608,Personal and Protective Service Workers,28333
19212,608,"Models, Sales Persons and Demonstrators",75322
19213,608,SKILLED AGRICULTURAL AND FISHERY WORKERS,14375
19214,608,Market Oriented Skilled Agricultural and Fishery Workers,14272
19215,608,Subsistence Agricultural and Fishery Workers,103
19216,608,CRAFT AND RELATED TRADES WORKERS,246176
19217,608,Extraction and Building Trades Workers,54969
19218,608,"Metal, Machinery and Related Trades Workers",36364
19219,608,"Precision, Handicraft, Printing and Related Trades Workers",32273
19220,608,Other Craft and Related Trades Workers,122570
19221,608,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,90765
19222,608,Stationary Plant and Related Operators,7482
19223,608,Machine Operators and Assemblers,21710
19224,608,Drivers and Mobile-Plant Operators,61573
19225,608,ELEMENTARY OCCUPATIONS,143383
19226,608,Sales and Services Elementary Occupations,34564
19227,608,"Agricultural, Fishery and Related Labourers",17443
19228,608,"Labourers in Mining, Construction, Manufacturing and Transport",91376
19229,608,WORKERS NOT CLASSIFIED BY OCCUPATIONS,35424
19230,608,Workers Not Reporting Any Occupations,35424
19231,609,TOTAL,422222
19232,609,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",18714
19233,609,Legislators and Senior Officials,954
19234,609,Corporate Managers,17698
19235,609,General Managers,62
19236,609,PROFESSIONALS,21926
19237,609,"Physical, Mathematical and Engineering Science Professionals",6758
19238,609,Life Science and Health Professionals,1934
19239,609,Teaching Professionals,6922
19240,609,Other Professionals,6312
19241,609,TECHNICIANS AND ASSOCIATE PROFESSIONALS,27140
19242,609,Physical and Engineering Science Associate Professionals,1802
19243,609,Life Science and Health Associate Professionals,2982
19244,609,Teaching Associate Professionals,10732
19245,609,Other Associate Professionals,11624
19246,609,CLERKS,12372
19247,609,Office Clerks,11550
19248,609,Customer Services Clerks,822
19249,609,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,46302
19250,609,Personal and Protective Service Workers,14738
19251,609,"Models, Sales Persons and Demonstrators",31564
19252,609,SKILLED AGRICULTURAL AND FISHERY WORKERS,9580
19253,609,Market Oriented Skilled Agricultural and Fishery Workers,9508
19254,609,Subsistence Agricultural and Fishery Workers,72
19255,609,CRAFT AND RELATED TRADES WORKERS,164422
19256,609,Extraction and Building Trades Workers,30230
19257,609,"Metal, Machinery and Related Trades Workers",14970
19258,609,"Precision, Handicraft, Printing and Related Trades Workers",3688
19259,609,Other Craft and Related Trades Workers,115534
19260,609,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,55242
19261,609,Stationary Plant and Related Operators,4166
19262,609,Machine Operators and Assemblers,11974
19263,609,Drivers and Mobile-Plant Operators,39102
19264,609,ELEMENTARY OCCUPATIONS,48826
19265,609,Sales and Services Elementary Occupations,15862
19266,609,"Agricultural, Fishery and Related Labourers",4844
19267,609,"Labourers in Mining, Construction, Manufacturing and Transport",28120
19268,609,WORKERS NOT CLASSIFIED BY OCCUPATIONS,17698
19269,609,Workers Not Reporting Any Occupations,17698
19270,610,TOTAL,556872
19271,610,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",25544
19272,610,Legislators and Senior Officials,1198
19273,610,Corporate Managers,24337
19274,610,General Managers,9
19275,610,PROFESSIONALS,34076
19276,610,"Physical, Mathematical and Engineering Science Professionals",11308
19277,610,Life Science and Health Professionals,2776
19278,610,Teaching Professionals,9333
19279,610,Other Professionals,10659
19280,610,TECHNICIANS AND ASSOCIATE PROFESSIONALS,39921
19281,610,Physical and Engineering Science Associate Professionals,3118
19282,610,Life Science and Health Associate Professionals,4436
19283,610,Teaching Associate Professionals,12740
19284,610,Other Associate Professionals,19627
19285,610,CLERKS,19711
19286,610,Office Clerks,18051
19287,610,Customer Services Clerks,1660
19288,610,SERVICE WORKERS AND SHOP & MARKET SALES WORKERS,86441
19289,610,Personal and Protective Service Workers,21438
19290,610,"Models, Sales Persons and Demonstrators",65003
19291,610,SKILLED AGRICULTURAL AND FISHERY WORKERS,12570
19292,610,Market Oriented Skilled Agricultural and Fishery Workers,12251
19293,610,Subsistence Agricultural and Fishery Workers,319
19294,610,CRAFT AND RELATED TRADES WORKERS,159679
19295,610,Extraction and Building Trades Workers,33545
19296,610,"Metal, Machinery and Related Trades Workers",20614
19297,610,"Precision, Handicraft, Printing and Related Trades Workers",7273
19298,610,Other Craft and Related Trades Workers,98247
19299,610,PLANT AND MACHINE OPERATORS AND ASSEMBLERS,66147
19300,610,Stationary Plant and Related Operators,2473
19301,610,Machine Operators and Assemblers,30265
19302,610,Drivers and Mobile-Plant Operators,33409
19303,610,ELEMENTARY OCCUPATIONS,86157
19304,610,Sales and Services Elementary Occupations,29159
19305,610,"Agricultural, Fishery and Related Labourers",6798
19306,610,"Labourers in Mining, Construction, Manufacturing and Transport",50200
19307,610,WORKERS NOT CLASSIFIED BY OCCUPATIONS,26626
19308,610,Workers Not Reporting Any Occupations,26626
19309,611,TOTAL,229180
19310,611,"LEGISLATORS, SENIOR OFFICIALS AND MANAGERS",7534
19311,611,Legislators and Senior Officials,528
19312,611,Corporate Managers,6992
19313,611,General Managers,14
19314,611,PROFESSIONALS,7298
19315,611,"Physical, Mathematical and Engineering Science Professionals",1658
19316,611,Life Science and Health Professionals,498
19317,611,Teaching Professionals,2310
19318,611,Other Professionals,2832
19319,611,TECHNICIANS AND ASSOCIATE PROFESSIONALS,12836
19320,611,Physical and Engineering Science Associate Professionals,740
19321,611,Life Science and Health Associate Professionals,2240
19322,611,Teaching Associate Professionals,5086
